Date,Time,League,Home,Away,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_1X_Back,Odd_1X_Lay,Odd_X2_Back,Odd_X2_Lay,Odd_12_Back,Odd_12_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Double_Chance,IDMercado_Over_Under_05_Goals,IDMercado_Over_Under_15_Goals,IDMercado_Over_Under_25_Goals,IDMercado_Over_Under_35_Goals,IDMercado_Over_Under_45_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,ID_Evento,First_Half_Goals_0.5_5851482,First_Half_Goals_0.5_5851483,Double_Chance_6384646,Double_Chance_6384647,Double_Chance_6384648,First_Half_Goals_2.5_47972,First_Half_Goals_2.5_47973,Over_Under_4.5_Goals_1222347,Over_Under_4.5_Goals_1222346,Over_Under_2.5_Goals_47972,Over_Under_2.5_Goals_47973,Correct_Score_1,Correct_Score_4,Correct_Score_9,Correct_Score_16,Correct_Score_2,Correct_Score_3,Correct_Score_8,Correct_Score_15,Correct_Score_5,Correct_Score_6,Correct_Score_7,Correct_Score_14,Correct_Score_10,Correct_Score_11,Correct_Score_12,Correct_Score_13,Correct_Score_9063254,Correct_Score_9063255,Correct_Score_9063256,First_Half_Goals_1.5_1221385,First_Half_Goals_1.5_1221386,Over_Under_0.5_Goals_5851482,Over_Under_0.5_Goals_5851483,Both_teams_to_Score_30246,Both_teams_to_Score_110503,Over_Under_3.5_Goals_1222344,Over_Under_3.5_Goals_1222345,Over_Under_1.5_Goals_1221385,Over_Under_1.5_Goals_1221386,IDMercado_First_Half_Goals_0.5,IDMercado_First_Half_Goals_2.5,IDMercado_Over_Under_4.5_Goals,IDMercado_Over_Under_2.5_Goals,IDMercado_First_Half_Goals_1.5,IDMercado_Over_Under_0.5_Goals,IDMercado_Over_Under_3.5_Goals,IDMercado_Over_Under_1.5_Goals,_merge
2025-05-08,00:10:00,MEXICO 1,Pachuca,CF America,2.86,2.94,1.52,1.53,1.39,1.42,3.4,3.6,1.09,1.11,10.5,12.0,2.98,3.1,2.68,2.72,3.3,3.35,1.58,1.6,1.47,1.51,1.42,1.44,10.5,12.5,1.09,1.11,3.3,3.45,1.41,1.44,1.78,1.81,2.22,2.28,1.28,1.31,4.2,4.5,1.1,1.12,9.6,11.0,1.9,2.02,1.99,2.1,10.0,12.0,8.8,9.8,15.0,17.5,36.0,42.0,9.8,11.5,6.8,7.4,11.0,12.5,28.0,34.0,17.5,19.5,12.0,13.5,17.5,21.0,44.0,600.0,44.0,50.0,10.0,42.0,42.0,55.0,12.0,130.0,32.0,40.0,27.0,32.0,12.0,1000.0,1.243298001,1.243298003,1.243297996,328954.0,328952.0,58805.0,1.243297998,1.243297999,1.243298002,1.243298046,1.243298043,1.243298047,1.243298044,1.243298082,1.243298007,34282169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only
2025-05-08,13:00:00,ESTONIA 2,Levadia Tallinn II,Flora Tallinn II,2.42,1000.0,1.01,1.4,1.04,1000.0,1.05,1000.0,1.01,28.0,1.01,1000.0,1.21,44.0,1.46,870.0,3.55,32.0,1.02,3.15,1.2,19.0,1.17,1.4,1.1,36.0,1.03,110.0,1.1,36.0,1.03,980.0,1.7,34.0,1.34,2.44,1.05,990.0,1.34,21.0,1.05,11.0,1.34,36.0,1.05,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.55,1000.0,1.03,1000.0,1.243469753,1.243469754,1.243469755,5412337.0,5412351.0,58805.0,1.243469743,1.243469792,1.243469744,1.243469745,1.243469746,1.243469747,1.243469748,1.24346979,1.243469791,34295373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,14:00:00,DENMARK 2,Hillerod Fodbold,B93 Copenhagen,3.7,4.8,1.26,1.37,1.61,1.7,2.42,2.64,1.14,1.25,5.1,8.0,1.46,1.49,7.0,7.2,5.1,6.2,1.16,1.17,3.0,3.25,1.21,1.24,4.3,36.0,1.03,1.31,4.3,7.0,1.17,1.31,2.52,2.74,1.58,1.66,1.6,1.69,2.44,2.68,1.25,1.29,4.4,5.0,1.8,1.91,2.08,2.24,10.0,90.0,11.5,65.0,22.0,120.0,15.0,220.0,6.4,21.0,7.0,42.0,10.0,48.0,4.2,190.0,6.2,20.0,6.2,20.0,8.8,42.0,6.6,170.0,7.4,710.0,7.4,70.0,12.0,55.0,14.5,130.0,4.3,8.8,15.0,100.0,15.0,1000.0,1.243355247,1.243355249,1.243355242,12820384.0,342867.0,58805.0,1.243355244,1.243355245,1.243355248,1.243355292,1.243355289,1.243355293,1.24335529,1.243355328,1.243355253,34286201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only
2025-05-08,14:00:00,EGYPT 1,Al Ahly Cairo,Al-Masry,2.58,3.75,1.36,1.63,1.4,1.48,3.05,3.45,1.08,1.15,7.8,13.0,1.5,1.54,8.8,10.5,4.1,4.6,1.11,1.13,2.8,3.0,1.28,1.33,4.2,18.0,1.06,1.3,3.4,3.9,1.34,1.42,1.8,1.95,2.06,2.26,1.3,1.36,3.75,4.4,1.09,1.36,3.75,12.5,2.2,2.4,1.71,1.82,6.2,17.0,9.6,44.0,8.4,90.0,9.2,390.0,6.0,6.8,8.6,10.0,13.0,40.0,9.0,190.0,7.0,13.0,5.8,18.0,11.5,36.0,9.0,180.0,7.2,16.5,7.8,70.0,8.2,85.0,9.0,240.0,5.0,10.0,9.0,320.0,14.0,1000.0,1.243358671,1.243358673,1.243358666,4768314.0,11162123.0,58805.0,1.243358668,1.243358669,1.243358672,1.243358716,1.243358713,1.243358717,1.243358714,1.243358752,1.243358677,34287631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,16:00:00,ENGLAND 2,Bristol City,Sheff Utd,2.46,2.64,1.61,1.68,1.29,1.34,4.0,4.5,1.06,1.08,13.5,15.5,2.92,2.94,2.96,2.98,3.1,3.15,1.5,1.52,1.51,1.53,1.46,1.48,7.6,8.2,1.14,1.15,2.58,2.64,1.61,1.64,1.51,1.53,2.88,2.94,1.18,1.2,5.9,6.4,1.06,1.08,14.5,17.5,2.26,2.28,1.78,1.8,7.6,8.0,7.6,7.8,15.5,16.5,48.0,55.0,7.4,8.0,6.6,7.0,13.5,15.0,40.0,46.0,16.0,17.0,13.0,14.0,22.0,25.0,55.0,80.0,48.0,50.0,40.0,44.0,55.0,80.0,95.0,290.0,50.0,55.0,42.0,60.0,510.0,1000.0,1.243317558,1.24331756,1.243317553,69745.0,48470.0,58805.0,1.243317555,1.243317546,1.243317559,1.243317569,1.243317565,1.243317511,1.243317566,1.243317554,1.243317564,34283781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,16:00:00,EUROPA CONFERENCE LEAGUE,Chelsea,Djurgardens,5.2,5.6,1.21,1.24,1.91,2.0,2.0,2.1,1.27,1.32,4.2,4.7,1.17,1.18,22.0,24.0,9.6,10.5,1.04,1.05,6.6,7.0,1.11,1.12,34.0,55.0,1.02,1.03,8.2,9.0,1.12,1.14,3.35,3.6,1.39,1.42,1.98,2.02,1.99,2.04,1.42,1.44,3.25,3.4,2.2,2.26,1.8,1.84,20.0,55.0,28.0,85.0,80.0,250.0,220.0,1000.0,11.5,13.5,19.0,22.0,55.0,75.0,110.0,370.0,8.0,8.8,11.5,13.5,34.0,50.0,85.0,280.0,7.6,8.8,12.0,14.5,26.0,42.0,15.0,180.0,2.76,2.92,110.0,1000.0,340.0,1000.0,1.243230979,1.24323098,1.243230981,55190.0,232104.0,58805.0,1.243230969,1.243231018,1.24323097,1.243230971,1.243230972,1.243230973,1.243230974,1.243231016,1.243231017,34278043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,16:00:00,EUROPA CONFERENCE LEAGUE,Fiorentina,Betis,3.1,3.35,1.43,1.47,1.48,1.53,2.9,3.1,1.1,1.14,8.2,11.0,2.4,2.42,3.2,3.25,3.65,3.7,1.44,1.46,1.7,1.72,1.37,1.38,14.5,17.5,1.06,1.08,4.0,4.3,1.3,1.33,2.04,2.08,1.93,1.97,1.4,1.43,3.35,3.55,1.15,1.17,7.0,7.8,1.76,1.8,2.26,2.32,14.5,17.5,12.5,13.5,20.0,23.0,44.0,55.0,10.0,11.0,7.6,8.0,12.5,14.0,32.0,36.0,13.5,15.0,10.5,11.5,15.0,16.5,40.0,44.0,28.0,32.0,22.0,25.0,32.0,36.0,55.0,90.0,17.0,18.5,28.0,34.0,220.0,600.0,1.243236079,1.243236081,1.243236072,676467.0,44507.0,58805.0,1.243236075,1.243236077,1.24323608,1.243236062,1.243236059,1.243236123,1.24323606,1.243236074,1.243236084,34278037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,16:00:00,EUROPA LEAGUE,Bodo Glimt,Tottenham,3.95,4.1,1.32,1.34,1.66,1.73,2.38,2.52,1.15,1.26,4.9,7.6,2.74,2.76,2.56,2.58,4.0,4.1,1.63,1.64,1.57,1.58,1.32,1.34,22.0,24.0,1.04,1.05,5.5,5.8,1.21,1.23,2.5,2.58,1.64,1.66,1.62,1.65,2.54,2.6,1.26,1.28,4.6,4.9,1.59,1.61,2.62,2.7,22.0,23.0,14.0,15.0,17.5,19.0,32.0,36.0,15.0,16.0,9.2,9.8,11.0,12.0,22.0,23.0,19.0,20.0,12.5,13.5,14.0,14.5,28.0,29.0,32.0,40.0,22.0,23.0,29.0,32.0,48.0,55.0,14.0,15.0,13.5,14.5,240.0,360.0,1.24323689,1.243236892,1.243236885,373549.0,48224.0,58805.0,1.243236887,1.243236878,1.243236891,1.243236901,1.243236897,1.243236843,1.243236898,1.243236886,1.243236896,34278002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,16:00:00,EUROPA LEAGUE,Man Utd,Athletic Bilbao,3.0,3.45,1.41,1.5,1.44,1.49,3.05,3.25,1.11,1.16,7.2,10.5,1.98,1.99,4.1,4.2,3.85,3.9,1.31,1.32,2.0,2.04,1.34,1.36,13.0,14.5,1.07,1.08,3.75,3.9,1.34,1.36,1.93,1.95,2.04,2.08,1.35,1.37,3.7,3.85,1.13,1.14,8.0,8.6,1.91,1.97,2.04,2.1,13.0,14.0,13.5,14.0,26.0,28.0,55.0,85.0,8.2,8.6,8.0,8.4,16.0,17.0,48.0,55.0,10.0,11.0,10.0,10.5,19.0,19.5,55.0,65.0,21.0,23.0,18.5,19.5,32.0,36.0,90.0,110.0,14.0,15.0,40.0,50.0,360.0,750.0,1.243229477,1.243229478,1.243229479,48351.0,9162.0,58805.0,1.243229466,1.243229522,1.243229467,1.243229468,1.24322947,1.243229471,1.243229472,1.243229516,1.243229521,34278006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-05-08,21:30:00,COLOMBIA 1,Millonarios,Deportivo Pereira,1.2,110.0,1.52,110.0,1.04,1000.0,1.04,1000.0,1.01,28.0,1.01,1000.0,1.73,1.81,5.0,6.4,3.55,4.0,1.18,1.22,2.22,2.38,1.33,1.4,1.1,26.0,1.07,1.35,2.94,3.4,1.42,1.52,1.66,1.77,2.28,2.52,1.24,1.31,3.85,5.2,1.06,1.31,4.3,18.0,2.16,2.4,1.71,1.86,7.8,12.0,11.0,18.0,1.03,65.0,1.03,1000.0,5.4,8.6,6.6,9.8,1.03,32.0,1.03,130.0,6.4,10.5,8.2,11.5,1.03,36.0,1.03,150.0,12.5,21.0,1.03,26.0,1.03,70.0,1.03,1000.0,10.5,17.5,120.0,210.0,1.03,1000.0,1.24333044,1.243330441,1.243330442,900849.0,5284708.0,58805.0,1.24333043,1.243330479,1.243330431,1.243330432,1.243330433,1.243330434,1.243330435,1.243330477,1.243330478,34285554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only
